detection_id,x_px,y_px,flux_above_background,peak_above_background,peak_snr,area_px,major_sigma_px,axis_ratio,saturated,source_class,measurement_half_window_px,fitted_ra_deg,fitted_dec_deg,catalogue_star_id,classification
29,1425.8162383149124,971.2557187517817,1875.0333975707822,111.95168406600021,25.957423437370753,24,1.3027107475022206,1.2045710750819385,True,compact,4,206.82021375660156,49.21404180889422,HIP 067301,unclassified_object
30,744.1980988568977,1097.503191599353,1844.4808338100745,177.1834687629475,18.168829223558,20,2.0603874452757434,2.108152948682914,True,broad_blob,8,302.8724714023578,26.6918352582624,TYC 2162-01674-1,unclassified_object
31,866.290233292771,973.3368749027062,1835.9035396110523,185.43801465837544,17.803622620803203,15,1.0993526098004964,1.3162806962744884,True,compact,4,310.40657328759676,45.272515382369264,HIP 102098,unclassified_object
32,479.2232096557886,100.48224497081091,1818.9044321113179,173.0934318142711,36.896200815026496,21,1.337747331847263,1.547700276896799,True,compact,4,59.50264534705892,-13.523206344883627,TYC 5311-01285-1,unclassified_object
33,289.56784223734115,359.4218780335842,1813.710540547843,199.21858744709903,40.84310368521968,17,1.17358354108681,1.367271847485135,True,compact,4,29.954403689370487,-20.95666976970279,TYC 5858-02053-1,unclassified_object
34,1261.5140168765586,842.647823531843,1809.2466331590501,182.03758710371142,32.75746145630049,14,0.9634064475983823,1.0937334469553759,True,compact,4,222.67940613883906,74.15465427678143,TYC 4416-01799-1,unclassified_object
35,830.8312245377257,743.1761080017088,1784.1666026744217,150.5806125186994,18.340493387513536,22,2.521389797707114,3.5567474312722855,True,broad_blob,8,349.7480686420448,48.721224663325316,TYC 3640-01810-1,unclassified_object
36,371.7019684293933,1176.2212352984081,1775.4387832942643,178.64168635992132,31.072050564507897,15,1.0359284449747173,1.1984619280952034,True,compact,4,305.2704628629449,-14.756739104979012,TYC 5753-02281-1,unclassified_object
37,1096.3211236842642,224.39150330173277,1755.9782676441864,170.433510876548,23.305104724161307,20,1.2299260275508581,1.3929334617980593,True,compact,4,89.90537618792656,37.215627875792855,TYC 2418-01573-1,unclassified_object
38,1011.3995739428494,1319.0560638285544,1728.9737951659627,167.53655730782043,25.777174989279175,17,1.0410042918661948,1.1325806686273183,True,compact,4,258.73697349881206,24.82528750730276,TYC 2065-01930-1,unclassified_object
39,884.9858098317463,640.5644213611766,1714.9097239263028,191.3946128944268,19.460944437869454,16,1.6351169136561103,2.439791384354462,True,compact,4,9.111451806220167,53.95122242688499,TYC 3654-02132-1,unclassified_object
