detection_id,star_id,catalog_ra_deg,catalog_dec_deg,magnitude,x_px,y_px,predicted_x_px,predicted_y_px,residual_px,usage,source_class,saturated
31,HIP 102098,310.35797270,45.28033423,1.250,866.290233292771,973.3368749027062,866.5036142531329,973.5515996734166,0.3027179568536263,fitted,compact,True
32,TYC 5311-01285-1,59.50722028,-13.50825778,3.129,479.2232096557886,100.48224497081091,479.39433514724095,100.46776288100375,0.17173719675711974,fitted,compact,True
33,TYC 5858-02053-1,30.00096583,-21.07777444,4.167,289.56784223734115,359.4218780335842,288.6560341276995,358.97066612985844,1.0173427204595815,fitted,compact,True
34,TYC 4416-01799-1,222.67663000,74.15547611,2.215,1261.5140168765586,842.647823531843,1261.5157882264898,842.6365593592126,0.011402599073272573,fitted,compact,True
35,TYC 3640-01810-1,349.87411833,48.62520306,5.552,830.8312245377257,743.1761080017088,829.9568318472448,742.4740169872506,1.1213805641928491,fitted,broad_blob,True
36,TYC 5753-02281-1,305.25270028,-14.78140417,3.151,371.7019684293933,1176.2212352984081,371.54337160870364,1176.3946835111583,0.23502602842893988,fitted,compact,True
37,TYC 2418-01573-1,89.93016694,37.21274722,2.602,1096.3211236842642,224.39150330173277,1096.4869469791063,224.33704198427222,0.17453767562284006,fitted,compact,True
38,TYC 2065-01930-1,258.75801583,24.83956222,3.115,1011.3995739428494,1319.0560638285544,1011.312003760165,1318.8929358280889,0.1851466484473366,fitted,compact,True
39,TYC 3654-02132-1,9.24278389,53.89693000,3.628,884.9858098317463,640.5644213611766,884.6552616262924,639.7902439883434,0.8417913760165593,fitted,compact,True
40,TYC 7494-01748-1,328.48191111,-37.36482528,2.971,120.52944047848183,943.8987108377531,120.87410670422616,943.7030758707792,0.3963178616612204,fitted,compact,True
41,TYC 6363-01044-1,326.75955694,-16.12659472,2.885,299.501810682486,974.233071050743,299.3713689328761,974.4177102539368,0.22606787785380905,fitted,compact,True
42,TYC 2398-01022-1,79.84885333,33.98543194,6.520,1007.4250628897126,216.41467844214472,1008.4118860937193,217.07540611103673,1.187594665029047,fitted,broad_blob,True
43,TYC 3581-02031-1,307.51471583,48.95155139,4.920,904.7088311255818,969.2180807512777,904.1834077299138,969.9716466883517,0.9186573715120618,fitted,broad_blob,True
44,TYC 2651-02548-1,283.62620194,36.89860639,4.464,918.9789108472906,1147.4439228759286,918.5728807778979,1147.0773795713317,0.54700494640898,fitted,compact,True
45,TYC 4732-01970-1,62.96638889,-6.83777250,4.067,563.4930341707812,87.31343608774915,564.1433541713126,86.65160790101618,0.9278645654648835,fitted,broad_blob,True
46,TYC 2682-00949-1,301.49462889,35.79720444,7.295,823.774340530519,1064.8632935934768,823.6104255014817,1065.4880731574056,0.6459238656740598,fitted,compact,True
47,TYC 3833-01034-1,178.45727278,53.69473361,2.399,1472.498400936422,755.4554655655405,1471.690162373222,755.3878456920464,0.8110622801826951,fitted,compact,True
49,TYC 2391-01446-1,74.24839889,33.16613250,2.830,965.5186307497979,228.09765477352997,965.6407674230318,227.97848182811765,0.17064453658667217,fitted,compact,True
50,TYC 4005-01055-1,359.28538722,55.70573222,5.616,893.3541432833031,691.7462604486643,893.1993065526875,692.5925593679943,0.8603466010898642,fitted,compact,True
51,TYC 5274-01984-1,21.00603417,-8.18275694,3.722,375.0039038010895,450.24980020281555,374.69317527345,450.2026605487722,0.3142838921617751,fitted,compact,True
52,TYC 5303-01320-1,55.81230528,-9.76511639,3.622,495.1248374447625,137.79098637508508,494.8869399993144,137.51468809878372,0.3646038014582779,fitted,compact,True
53,TYC 1711-02475-1,346.19008028,15.20536333,2.452,538.260145029306,781.6923787505222,538.541722946957,782.0917683211683,0.4886697789402515,fitted,compact,True
54,TYC 3523-01684-1,269.15157222,51.48894944,2.381,1081.446885336625,1077.4147421713435,1081.439487106354,1077.412560463199,0.007713213440020394,fitted,compact,True
55,TYC 3282-02271-1,24.49793778,48.62847361,3.719,864.0217121208212,546.5554577308292,864.7199782344736,545.7595460855318,1.0587969175413734,fitted,compact,True
56,TYC 2582-03158-1,250.32277056,31.60193694,2.952,1119.1496218970274,1274.01350543569,1118.9296610148572,1273.8385444309222,0.28105896689916937,fitted,compact,True
57,TYC 2604-01774-1,258.76188833,36.80915611,3.292,1077.5110524931713,1219.6720172447235,1077.5525742487555,1219.7685045197004,0.1050421363989616,fitted,compact,True
59,TYC 4141-01496-1,137.59803333,67.13422750,4.869,1325.5076859833575,579.4730583617743,1325.4665449701215,580.9737351674029,1.5012406395783806,fitted,broad_blob,True
60,TYC 5161-02682-1,302.82610861,-0.82147528,3.208,507.6199051668763,1181.1021482618821,507.64238026347954,1181.200916190784,0.10129281192116275,fitted,compact,True
61,TYC 5855-02292-1,26.02116000,-15.93950444,3.572,321.9999324145744,398.0422402792897,321.7585281920665,397.9818738645425,0.24883750254751705,fitted,compact,True
62,TYC 2899-02237-1,76.62862806,41.23464083,3.123,1028.1961145092096,282.94812605116726,1028.1648972300814,283.01725302766727,0.07584891163491124,fitted,compact,True
63,TYC 1125-02186-1,326.04642194,9.87500917,2.533,522.1393118213626,962.9779139615069,522.3444149275343,962.9710241910393,0.20521879323875963,fitted,compact,True
64,TYC 1758-02416-1,31.79289556,23.46276111,2.125,675.2450796795187,416.00199389274974,675.4886196290859,416.1388851104453,0.2793759340340036,fitted,compact,True
65,TYC 3557-02486-2,296.24276972,45.13025361,6.265,916.0471301497453,1041.8744747166152,916.3222879820174,1041.648536522513,0.356033566135053,fitted,compact,True
66,TYC 3420-02149-1,134.80338944,48.04231361,3.128,1405.5484834149636,428.3613171446204,1405.000369277012,428.61433435347925,0.6036943069146858,fitted,compact,True
67,TYC 4252-01870-1,319.64412556,62.58546111,2.458,980.8612073517667,855.2609112356589,981.1187613950266,855.5531371507469,0.38952544287704205,fitted,compact,True
68,TYC 2837-02311-1,30.97467083,42.32984306,2.308,829.2713085512268,486.9210971517037,829.4469566386579,486.82343769916554,0.2009716877778059,fitted,compact,True
69,TYC 3875-01620-1,231.23243000,58.96602417,3.421,1281.6958857467766,991.132659302955,1281.7427093469535,991.2362201659032,0.11365430862095148,fitted,compact,True
70,TYC 2604-01777-1,260.92071556,37.14592472,4.504,1063.1129204576812,1213.7029711947434,1063.7571044748477,1213.5336369445756,0.666068417095904,fitted,compact,True
71,TYC 1061-02577-1,296.56487972,10.61326917,2.861,638.2859463364906,1201.197721697708,638.5737820302028,1201.3717552400415,0.3363585295959023,fitted,compact,True
72,TYC 5296-01533-1,53.23494694,-9.45830472,3.814,484.2658540061102,159.80674618209446,484.1458769714005,159.56835564989444,0.26687925116114464,fitted,compact,True
74,TYC 6362-01078-1,325.02228167,-16.66225694,3.704,298.46165804554516,991.072294688854,298.3010373147572,991.119451157193,0.16739997510475302,fitted,compact,True
75,TYC 2085-03062-1,266.61547028,27.72242083,3.490,967.1649234733156,1274.6005054600744,967.2712210071533,1274.7475564922815,0.18144743528954843,fitted,compact,True
76,TYC 3070-01595-1,250.72391361,38.92245444,3.577,1145.3559657151286,1207.2291202935216,1145.3921397628333,1207.288312010506,0.06937017433225284,fitted,compact,True
77,TYC 0064-01569-1,54.21879528,0.40278389,4.353,579.74026413324,175.07813434081848,579.3006476289713,174.62450530427498,0.6316976916380024,fitted,compact,True
78,TYC 3990-02431-1,333.75709500,57.04347028,4.208,914.7222634945567,814.9025708817097,914.7078616990292,815.9364528325277,1.0339822532044005,fitted,compact,True
79,TYC 6407-01131-1,355.44082500,-17.81653417,4.906,261.79843499642965,694.086030736786,262.3233118507287,693.9392717705867,0.5450081708917456,fitted,compact,True
80,TYC 3837-01070-1,183.85605417,57.03259861,3.298,1441.944197559186,786.4499084549605,1441.5544421569023,786.3745103952282,0.3969812854792542,fitted,compact,True
81,TYC 3122-03439-1,281.09490083,39.61260528,5.246,951.0786996426126,1138.9843878595275,950.904161986268,1138.7106047068403,0.32468539877487296,fitted,compact,True
82,TYC 2193-02017-1,326.16127611,25.64500472,4.185,657.2190266698609,934.1557484449789,657.8280494068091,935.2394383846497,1.2430979766146695,fitted,broad_blob,True
83,TYC 3680-01840-1,13.75079722,58.97279139,4.957,933.6637954277821,629.3601901257427,932.985282789864,629.9823179877732,0.9205555260435012,fitted,compact,True
84,TYC 2444-01113-1,103.19724861,33.96136417,3.605,1186.4292705371454,190.73181182277548,1186.3230025606172,190.79089368469477,0.12158761961339003,fitted,compact,True
85,TYC 2868-01623-1,59.46342333,40.01027056,2.854,924.9580476170053,331.60753973609843,924.9494091582839,331.91181696947933,0.30439983200228093,fitted,compact,True
86,TYC 3188-01949-1,325.59559194,41.07702361,5.733,790.9833920636706,902.0232265584378,791.6556811161406,902.1932498197882,0.6934554632211036,fitted,broad_blob,True
87,TYC 2286-01329-1,17.43250583,35.62083028,2.244,739.6771988872281,551.2909666300809,739.620507897145,550.9221788377761,0.3731196913989821,fitted,compact,True
88,TYC 4174-01262-1,211.09759694,64.37581194,3.628,1335.2542534762974,885.729865182934,1335.2812973463779,885.7824014360895,0.05908831360383869,fitted,compact,True
89,TYC 1816-01893-1,66.57666278,22.81369000,4.303,843.7474525027345,192.26532310458677,842.7202039970541,192.08326161912078,1.043257339735843,fitted,broad_blob,True
90,TYC 5224-01806-1,331.44594000,-0.31982778,3.033,423.8225180430754,924.2372777561013,423.9993058608197,924.2541844685455,0.17759439582504394,fitted,compact,True
91,TYC 2411-02462-1,81.91202806,34.47598556,5.222,1025.5208657964358,216.29031991031306,1025.5688998539786,215.6991251711636,0.5931428919594597,fitted,broad_blob,True
92,TYC 2102-02772-1,269.44097250,29.24792361,3.794,956.6912296552955,1253.936313434756,956.580879951721,1254.205839523761,0.29124108524263576,fitted,compact,True
93,TYC 2208-02471-1,331.75201083,25.34505028,3.809,643.6160090152734,892.0939050008775,643.6198800832185,892.7368257557399,0.6429324087335265,fitted,broad_blob,True
94,TYC 2361-02820-1,58.53299361,31.88365861,2.858,862.1576248683403,285.8425333814817,862.2498199341103,286.0127224975042,0.19355687888797263,fitted,compact,True
95,TYC 4127-02431-1,127.56678194,60.71841500,3.436,1325.6970189050423,500.02310305549486,1325.7546352707416,500.04854069523606,0.06298189511272799,fitted,compact,True
96,TYC 3521-01800-1,262.60823167,52.30135972,2.874,1118.5458777769768,1078.6033366869178,1118.5401720583798,1078.6152479130722,0.013207290911006229,fitted,compact,True
97,TYC 3750-01042-1,89.88148111,54.28496500,3.832,1156.4090584103276,380.14332372050467,1156.2375632594235,379.6718275374686,0.5017162917438742,fitted,compact,True
98,TYC 1212-01935-1,28.65979889,20.80828250,2.651,642.555037895901,432.01596020479366,642.7184887032836,432.1836397059134,0.23416357857226514,fitted,compact,True
99,TYC 6401-01355-1,347.36151750,-21.17248222,3.807,235.80581177971192,772.6491429375775,235.5004179750788,772.6800773563074,0.3069565346599617,fitted,compact,True
100,TYC 5295-01259-1,48.95844306,-8.81983639,4.821,468.59947778732527,196.89402495076288,468.7495494606956,196.9125718183775,0.15121340366016064,fitted,compact,True
101,TYC 5216-01725-1,322.88967194,-5.57115750,2.958,397.4581824469509,1007.602334441512,397.57252623166886,1007.6405786271723,0.12056997487123476,fitted,compact,True
102,TYC 4210-01048-1,257.19677278,65.71463972,3.132,1176.9910646994447,955.8426318238136,1176.8762227030284,955.7434924314322,0.15171454532324546,fitted,compact,True
103,TYC 3559-02797-1,303.40793111,46.74132306,3.929,901.2342468077339,1000.5216694290328,900.9508584803314,1000.3772657265285,0.3180587577869503,fitted,compact,True
104,TYC 4471-01685-1,332.45154083,72.34120028,4.888,1043.3674605106435,779.7018495157898,1043.7801209798693,779.3023385408071,0.5743672013557932,fitted,compact,True
105,TYC 2126-02370-1,284.93929194,26.23043194,5.399,832.2024605275531,1204.7964653574268,832.8582478461522,1205.8831200883976,1.2692027070475074,fitted,compact,True
106,TYC 5760-01997-1,311.91889028,-9.49568750,3.758,395.34070027827806,1111.9116162422574,395.3353090515415,1112.0833118666778,0.17178024557800245,fitted,compact,True
107,TYC 0050-01721-1,40.82550083,3.23616611,3.551,538.4345903886688,290.06887523374667,538.5288906112013,290.0889571701968,0.09641481287266543,fitted,compact,True
108,TYC 0079-01585-1,60.78907361,5.98930972,3.888,667.6406383916232,145.08393614215188,667.4511380416676,144.748711502554,0.3850791368365938,fitted,compact,True
109,TYC 3492-01909-1,244.93519889,46.31327583,3.854,1205.8998273170541,1135.3667340888626,1205.9078992102131,1135.4362833919254,0.07001614824945562,fitted,compact,True
110,TYC 2643-03346-1,284.73593528,32.68955306,3.217,882.5070579578611,1169.1965816844877,882.4216361726424,1168.8778808126524,0.3299501888142032,fitted,compact,True
111,TYC 1262-01645-1,61.17359444,22.08206278,4.463,803.1642445674662,216.72962321482552,803.0960977707866,217.00558672936677,0.284253139394525,fitted,compact,True
112,TYC 5878-01292-1,49.87904556,-21.75793861,3.910,352.27805508758144,176.45687798668465,352.3959527656268,176.45054394353554,0.1180677034209909,fitted,compact,True
113,TYC 2683-00272-1,303.52030278,36.60489361,6.461,821.8790237709849,1049.9271884255998,821.7548881431387,1050.3073998330963,0.39996295889899947,fitted,broad_blob,True
114,TYC 3981-01585-1,332.87743333,59.41451250,5.099,934.8835105407516,813.556170247592,935.8428184901418,813.9460948671946,1.0355254466865882,fitted,broad_blob,True
115,TYC 5287-01076-1,44.10669528,-8.89764389,4.013,445.9771018785053,239.15689349871178,445.90701967962855,238.79453625736295,0.36907219477676656,fitted,compact,True
116,TYC 2133-02964-1,292.68036222,27.95968139,3.186,803.12719858852,1154.1514365695605,803.1138837258752,1154.1015090317424,0.05167247429558629,fitted,compact,True
117,TYC 3156-02223-1,305.55708500,40.25668111,2.273,842.8302076501782,1021.964780676926,842.9193403624569,1021.9958497425691,0.09439241091364951,fitted,compact,True
118,TYC 4041-01955-1,30.71872278,64.90149111,5.989,1005.5591803485426,587.8913953705442,1006.7175885825668,587.4695381131006,1.2328313681574519,fitted,broad_blob,True
119,TYC 6372-01278-1,321.66678306,-22.41137667,3.841,256.89730922395813,1021.9853095142971,256.56914072384166,1022.1534749545225,0.3687467691450236,fitted,compact,True
120,TYC 4465-02643-1,322.16490028,70.56069500,3.173,1039.7039598378938,813.1832846346523,1039.7749047519656,813.1081416173702,0.10334241084335066,fitted,compact,True
121,TYC 0040-01338-1,30.51167361,2.76375639,4.100,495.0362336829319,377.0202643899908,495.08412515848323,377.1467767065646,0.13527364737948883,fitted,compact,True
122,TYC 3701-01394-1,43.56443000,52.76249000,4.013,949.1884275286094,476.7702079161522,949.113770037251,475.8786477123187,0.8946805787964327,fitted,broad_blob,True
123,TYC 4669-00997-1,0.48997278,-6.01397583,4.576,361.1451851907226,648.6323039787602,361.0430790969038,647.5011410058959,1.1357620021704398,fitted,broad_blob,True
124,TYC 0650-01471-1,51.20348028,9.02905611,3.705,638.4529661472731,225.0946190165953,638.3933736577324,224.99054770734034,0.11992540272893856,fitted,compact,True
125,TYC 3664-01985-1,2.29214722,59.15019444,2.299,923.9903976291002,681.558825223411,924.5447714340169,681.5828322867709,0.554893372341841,fitted,compact,True
126,TYC 2103-03078-1,271.88562833,28.76246972,3.823,935.9722653622817,1248.9074856088907,936.0231504914427,1248.9435000655797,0.06234049615079246,fitted,compact,True
127,TYC 2278-01260-1,17.91495083,30.08972778,4.633,693.392446711985,534.5394106887773,693.1386500600761,535.1634555590463,0.6736799986857733,fitted,compact,False
128,TYC 3317-03034-1,55.73117889,47.78764667,2.963,960.055723327541,397.3261293127133,960.045539351846,397.72197602265817,0.39597769019874157,fitted,compact,True
129,TYC 3302-01892-1,36.40584361,50.27866444,4.895,907.0702971004479,493.588808898174,908.5164012247587,493.6204064595213,1.4464492885103108,fitted,compact,True
130,TYC 5261-01084-1,4.85700944,-8.82383472,3.674,341.5219843957534,604.189475506237,341.7002444883175,604.2664457998726,0.1941676767726687,fitted,compact,True
131,TYC 2243-01831-1,345.94307722,28.08247361,2.654,650.6381528781218,778.3777624586686,650.2216300753437,778.8420735575908,0.6237596025845514,fitted,compact,True
132,TYC 3820-01522-1,147.74863500,59.03909250,3.797,1398.2204654850786,573.4401105785396,1398.2756262679818,573.4809558828938,0.06863709535139965,fitted,compact,True
133,TYC 2724-02354-1,332.49688361,33.17826278,4.325,710.3933872899096,874.0986823377095,710.2526018541414,873.9862059960632,0.18019840830202755,fitted,compact,True
134,TYC 4139-01304-1,142.88156556,63.06179833,3.679,1361.5091787933775,574.2379986815059,1361.498462733922,574.2801366238702,0.0434791917697692,fitted,compact,True
135,TYC 3320-02812-1,50.80490278,49.21332722,5.295,949.892418890033,424.8429799839374,949.6540966318514,425.8262121304628,1.01170299629174,fitted,broad_blob,True
136,TYC 5273-02657-1,17.14695583,-10.18193806,3.573,349.4202503630284,485.37441607690096,349.4119622037713,485.4102480028844,0.036777989389747655,fitted,compact,True
137,TYC 3701-01393-1,46.19912750,53.50645167,2.992,962.9729006252848,469.80415090839386,963.0317825216799,469.98869701773003,0.19371201355158454,fitted,compact,True
138,TYC 1877-01716-1,93.71956139,22.50682139,3.519,1051.335202214713,92.8025711382067,1051.1501937146288,93.00803503217173,0.27648427952903154,fitted,compact,True
139,TYC 1580-02158-1,275.92403528,21.77031972,3.975,856.9622530680053,1277.2689123691646,857.0472334961796,1277.5207088696338,0.2657501661735068,fitted,compact,True
140,TYC 1878-01429-1,95.73997333,22.51383000,3.064,1069.6341182803003,89.50790730708552,1069.4581880861306,89.92033892531776,0.44838741389368497,fitted,compact,True
141,TYC 5226-01605-2,337.20733083,-0.02054389,4.492,417.43105050323084,869.8920696214813,417.60227607349935,870.1857176121571,0.3399225475630105,fitted,compact,True
142,TYC 1897-01639-1,100.98303861,25.13115139,3.138,1131.8758219770832,107.91508615340781,1131.4893589002982,108.57138606070214,0.7616319833309961,fitted,compact,True
143,TYC 0480-03027-1,298.11818417,1.00567750,4.058,545.9039063108584,1216.4808358046303,545.8583203399279,1216.5164654208088,0.05785801841320549,fitted,compact,True
144,TYC 3663-02668-1,10.12662278,56.53740694,2.349,907.8180454478987,640.9141895041207,908.2382857900005,640.8093005353794,0.4331323595547415,fitted,compact,True
145,TYC 0650-01469-1,51.79217583,9.73276861,3.715,647.5735148683041,223.26944045393563,647.5609621801146,223.12916321794899,0.1408377538759897,fitted,compact,True
146,TYC 6402-01221-1,350.74290389,-20.10035361,4.072,243.64832345402618,739.6007546546872,243.47647580083162,739.6870680873491,0.1923060700195275,fitted,compact,True
147,TYC 6925-01576-1,311.52401750,-25.27052722,4.172,256.56236471304834,1116.8597420632482,256.4938164525971,1116.7693380043866,0.1134537697458504,fitted,compact,True
148,TYC 0604-01301-1,12.17040722,7.58519750,4.594,488.2348236854168,547.0258592137468,489.2332721004558,546.9362479537888,1.0024616777738253,fitted,compact,True
149,TYC 5278-02437-1,27.86504722,-10.33494611,3.851,374.67194566461643,384.3447229367862,374.6026643073929,384.2153473982187,0.14675808815314237,fitted,compact,True
150,TYC 2620-02298-1,269.06324556,37.25052278,3.985,1008.8208535903378,1194.6964465320807,1008.8284034067642,1194.8270823546707,0.13085380342897562,fitted,compact,True
151,TYC 3171-02186-1,314.29338417,41.16718972,3.932,821.3129187371682,968.8984044831728,821.2098011180753,969.3905411169593,0.502823736195933,fitted,compact,True
152,TYC 2907-01275-1,75.49223306,43.82331361,3.069,1035.1289619797778,306.5388635620534,1035.3156841747068,306.6428352370572,0.21371777483913668,fitted,compact,True
153,TYC 2736-01823-1,340.75053778,30.22130833,3.016,673.3087169928934,816.7462738500703,673.1442011076739,817.2649066770637,0.5441006209559578,fitted,compact,True
154,TYC 4267-02756-1,331.25200389,62.78553361,5.432,967.2060663451186,811.2839754888901,966.0144571113708,811.3750536844157,1.195084852072569,fitted,broad_blob,True
155,TYC 1277-01626-1,66.34209889,22.29397944,4.215,837.0154440653815,190.1787908231939,837.2409263502532,190.24537540447113,0.23510799062303592,fitted,compact,True
156,TYC 3638-02515-1,354.39048917,46.45910778,3.964,809.58341676893,715.363256355622,810.5883772186188,715.6310534802079,1.0400292329426628,fitted,compact,True
157,TYC 2590-01412-1,255.07252139,30.92634389,3.895,1076.6829805153313,1275.3700441753683,1076.5920204999775,1275.3951584689758,0.09436340464700409,fitted,compact,True
158,TYC 2695-04139-1,311.55184722,33.96950833,2.570,770.4118654586446,1013.2939267252045,770.6150883775358,1013.3980498805079,0.22834444646848812,fitted,compact,True
159,TYC 6350-01499-1,316.48658889,-17.23270972,4.070,314.01695022490117,1072.347361658717,313.6700074417359,1072.490247419447,0.37521411941697613,fitted,compact,True
160,TYC 3424-01626-1,135.90648556,47.15664944,3.547,1414.8139451405355,427.49663184675165,1414.0623820171245,427.74891749415224,0.7927768767790659,fitted,compact,True
161,TYC 1179-01775-1,3.30895917,15.18361667,2.769,541.9155498365981,632.2710066724773,541.8135525965578,632.2728614372098,0.10201410259396862,fitted,compact,True
162,TYC 3597-01743-1,320.50161167,49.38870556,5.793,873.4579087306706,905.4300635646382,872.7388535104866,904.4911908956756,1.182591348775612,fitted,broad_blob,True
163,TYC 3155-00660-1,304.30219444,40.59139222,7.108,849.4959023572059,1027.1387392135052,850.2203785843169,1027.1057399713093,0.7252273806431712,fitted,compact,True
164,TYC 7492-01468-1,332.10803250,-34.04372278,5.149,143.56701175673612,912.0023242456504,143.61012464529665,913.586644133409,1.5849063782783932,fitted,broad_blob,False
165,TYC 5813-01406-1,343.15360611,-7.57967444,3.934,348.2629712892369,815.1711806182019,348.4248332722207,815.1897699701527,0.16292595109869992,fitted,compact,True
166,TYC 3510-01876-1,264.86621611,46.00632194,3.763,1080.3916400016105,1131.409874757756,1080.3400536279494,1131.4134187136397,0.051707964288060994,fitted,compact,True
167,TYC 3478-01332-1,216.30004639,51.85167972,4.100,1370.4209803551587,1002.0286286303844,1370.087493533999,1001.902855982486,0.3564157948894064,fitted,compact,True
168,TYC 3201-00094-1,339.81532861,39.05028167,4.839,751.1840079458943,813.7114326074269,751.5417107170019,814.1139860013404,0.538516951831008,fitted,broad_blob,True
169,TYC 1566-03674-1,270.37667889,21.59568556,4.852,896.1481274290584,1303.5538132293805,896.0704521731259,1303.7324650221983,0.19480736244097213,fitted,compact,True
170,TYC 6988-01337-1,357.23117889,-28.13002944,4.572,181.37453426910164,674.6208375410414,180.82657964415841,674.6853114057761,0.5517346737613192,fitted,compact,True
171,TYC 0046-01633-1,39.87062306,0.32851556,4.029,509.1927851071976,291.7547058401059,509.2360400295832,291.75476172730856,0.04325495848989427,fitted,compact,True
172,TYC 0656-01725-1,52.71819694,12.93668139,4.246,679.615679877981,228.50532525518835,679.7624358488199,228.4483226085162,0.15743765974024104,fitted,compact,True
173,TYC 5292-00970-1,41.03064250,-13.85867694,4.216,389.0159483519069,260.6695657790916,388.7764796294725,260.3522284451439,0.39755282987473817,fitted,compact,True
174,TYC 2129-02772-1,292.17670639,24.66515056,4.610,779.9404660921923,1173.1723792062699,779.5386694646725,1173.3685974541916,0.44714889097903826,fitted,compact,True
175,TYC 2359-01258-1,56.07969472,32.28827250,3.906,852.1635986517397,300.485355481099,852.1835527731882,300.76597977314145,0.2813328282428136,fitted,compact,True
